dial_name,turn_id,context,query,gold,s2s,larl,mog,message
SNG01367.json,0,nan,i need a taxi . i'll be departing from [restaurant_name] .,i can help you with that . when do you need to leave ?,what is your destination ?,sure ! when would you like to arrive ?,sure ! what time would you like to leave ?,You want to book a <span class='emphasis'>taxi</span>. The taxi should <span class='emphasis'>leave after 11:45</span> and should depart from <span class='emphasis'>la raza</span><br/>The taxi should go to <span class='emphasis'>restaurant one seven</span><br/>Make sure you get <span class='emphasis'>car type</span> and <span class='emphasis'>contact number</span>
MUL0990.json,1,"U1: i am looking for information on a restaurant called [restaurant_name] .<br/>S1: [restaurant_name] , on [restaurant_address] , is a [value_pricerange] [value_food] restaurant . would you like me to make a reservation for you ?",not now . what area of town is that in ?,[restaurant_name] is in the [value_area] of town .,it is in the [value_area] part of town .,the address is [restaurant_address] and the postcode is [restaurant_postcode] .,it is in the [value_area] part of town .,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>kohinoor</span><br/>Make sure you get <span class='emphasis'>price range</span>, <span class='emphasis'>area</span>, and <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>the fitzwilliam museum</span><br/>Make sure you get <span class='emphasis'>address</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to leave the <span class='emphasis'>attraction</span> by <span class='emphasis'>15:45</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>"
PMUL1002.json,0,nan,"hi , i would like some information on nightclubs located in the [value_area] please .",my system is not pulling up any nightclub attractions in the [value_area] . is there another attraction type or area you would be interested in searching ?,"i am sorry , there are no _UNK _UNK in the [value_area] . would you like to try a different area ?",[attraction_name] is located at [attraction_address] and the postcode is [attraction_postcode] . their phone number is [attraction_phone] .,"i am sorry , there are no _UNK in the [value_area] . would you like to try a different area ?","You are planning your trip in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>nightclub</span> and should be in the <span class='emphasis'>west</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of college</span><br/>Make sure you get <span class='emphasis'>postcode</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>wednesday</span> and should depart from <span class='emphasis'>london kings cross</span><br/>The train should <span class='emphasis'>leave after 09:30</span> and should go to <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>2 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
PMUL3918.json,0,nan,"hello , i need a train on [value_day] arriving at [value_time] .","ok , i can help you with that . where will you be departing from ?",i can help with that . what is your destination ?,where will you be departing from ?,where will you be departing from ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>wednesday</span> and should <span class='emphasis'>arrive by 14:30</span><br/>The train should go to <span class='emphasis'>leicester</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>3 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>a and b guest house</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>price range</span>, and <span class='emphasis'>address</span>"
SNG0482.json,0,nan,is there a restaurant that serves [value_food] food in the [value_pricerange] price bracket ?,"yes , there are [value_count] such place -s . [value_count] are in the [value_area] and [value_count] is in the [value_area] . would you like to book at [value_count] ?",there are [value_count] [value_food] restaurant -s in the [value_pricerange] price range . do you have a preference on price range ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] and their postcode is [restaurant_postcode] .,"yes , there are [value_count] restaurant -s that serve [value_food] food . would you like me to book [value_count] for you ?",You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>italian</span> food and should be in the <span class='emphasis'>expensive</span> price range<br/>Make sure you get <span class='emphasis'>postcode</span>
SNG01937.json,0,nan,i need a taxi please . i'll be departing from [restaurant_name],sure ! when would you like to arrive ?,sure ! what time would you like to leave ?,what time would you like to leave ?,sure ! what time would you like to leave ?,You want to book a <span class='emphasis'>taxi</span>. The taxi should <span class='emphasis'>leave after 16:45</span> and should depart from <span class='emphasis'>grafton hotel restaurant</span><br/>The taxi should go to <span class='emphasis'>jinling noodle bar</span><br/>Make sure you get <span class='emphasis'>car type</span> and <span class='emphasis'>contact number</span>
SNG0547.json,0,nan,"i am looking for a high end [value_food] restaurant , are there any in town ?",there are [value_count] [value_pricerange] [value_food] restaurant -s in [value_place] . is there an area of town that you prefer ?,there are [value_count] [value_food] restaurant -s in the [value_pricerange] price range . do you have a price range in mind ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town and in the [value_pricerange] price range . their phone number is [restaurant_phone] .,there are [value_count] [value_food] restaurant -s in the [value_area] of town . is there a particular area you would like to stay in ?,You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>indian</span> food and should be in the <span class='emphasis'>expensive</span> price range<br/>The restaurant should be in the <span class='emphasis'>west</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>1 people</span> at <span class='emphasis'>19:15</span> on <span class='emphasis'>saturday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0571.json,3,"U1: can you help me find an afghan restaurant on the [value_area] side of town ?<br/>S1: there are no listings for an afghan restaurant on the [value_area] side . would you like to try a different area or cuisine ?<br/>U2: try a different cuisine . just an [value_pricerange] restaurant .<br/>S2: i have restaurant -s specializing in [value_food] food , [value_food] , [value_food] or [value_food] food . which would you prefer ?<br/>U3: [value_food] food please . what are the options ?<br/>S3: sure , how about [restaurant_name] , they serve [value_food] food in the [value_area] . can i book a table for you ?","no , i'll have to discuss it with my wife . can you just get me the postcode for [restaurant_name] please ?",absolutely ! the postcode is [restaurant_postcode] . is there anything else i can assist you with ?,"sure , the postcode is [restaurant_postcode] . is there anything else i can help you with ?",the postcode is [restaurant_postcode] and the address is [restaurant_address] .,the postcode for [restaurant_name] is [restaurant_postcode] . is there anything else i can help you with ?,"You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>afghan</span> food and should be in the <span class='emphasis'>west</span><br/>The restaurant should be in the <span class='emphasis'>expensive</span> price range<br/>If there is no such restaurant, how about one that serves <span class='emphasis'>indian</span> food<br/>Make sure you get <span class='emphasis'>postcode</span>"
SNG0644.json,0,nan,i am looking for a restaurant serving [value_food] food in the [value_area] part of town .,there are several [value_food] restaurant -s in the [value_area] area . what price range are you considering ?,there are [value_count] [value_food] restaurant -s in the [value_area] part of town . do you have a price range in mind ?,[restaurant_name] is a [value_food] restaurant in the [value_area] part of town . their phone number is [restaurant_phone] and their postcode is [restaurant_postcode] .,there are [value_count] restaurant -s that match your request . is there a particular price range you are looking for ?,You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should serve <span class='emphasis'>chinese</span> food and should be in the <span class='emphasis'>centre</span><br/>The restaurant should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>3 people</span> at <span class='emphasis'>15:45</span> on <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0354.json,0,nan,i need a train from [value_place] to [value_place] .,"i have [value_count] trains travelling that route . to narrow it down , what day would you like to leave and what time would you like to depart and arrive ?",what day will you be traveling ?,there are [value_count] trains leaving [value_place] on [value_day] . what day would you like to travel ?,what day and time would you like to travel ?,You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>london kings cross</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should <span class='emphasis'>arrive by 20:00</span> and should leave on <span class='emphasis'>saturday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>7 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL2206.json,0,nan,are there any hotel -s with a star of [value_count] i can stay at ?,"yes , there are[value_count]star hotel -s to choose from , do you have a price range in mind that you would prefer ?",i have [value_count] hotel -s that meet your criteria . is there a specific area you would like to stay in ?,"the [hotel_name] is a guesthouse in the [value_area] part of town with a [value_pricerange] price range , and their phone number is [hotel_phone] .",i have found [value_count] hotel -s that match your request . is there a particular area you would like to stay in ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>place to stay</span>. The hotel should have <span class='emphasis'>a star of 4</span> and should be in the type of <span class='emphasis'>hotel</span><br/>The hotel should <span class='emphasis'>include free parking</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>If there is no such hotel, how about one that is in <span class='emphasis'>the type of guesthouse</span><br/>Make sure you get <span class='emphasis'>whether they have internet</span> and <span class='emphasis'>area</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 08:00</span> and should leave on <span class='emphasis'>tuesday</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>birmingham new street</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>1 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
MUL0116.json,2,"U1: hello , i am looking for a restaurant in the town [value_area] that serves [value_food] food .<br/>S1: there are [value_count] restaurant -s in the [value_area] of town that serves [value_food] food . is there any particular price range you are looking for ?<br/>U2: yes , i am looking for a [value_pricerange] -ly priced restaurant with [value_food] food .<br/>S2: i can recommend [hotel_name] . would you like to book a table with them ?","sure . i will be booking [value_count] people at [value_time] on [value_day] . could i also get the reference number , please ?","your reservation is complete for a party of [value_count] at [value_time] at a [value_food] [restaurant_name] in [value_area] , and your confirmation # is [restaurant_reference] .",i have booked you a table at [restaurant_name] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i was able to book your table for [value_count] at [restaurant_name] for [value_day] at [value_time] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should serve <span class='emphasis'>british</span> food<br/>The restaurant should be in the <span class='emphasis'>moderate</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>3 people</span> at <span class='emphasis'>17:45</span> on <span class='emphasis'>wednesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should have <span class='emphasis'>a star of 2</span> and should be in the <span class='emphasis'>same price range as the restaurant</span><br/>The hotel should <span class='emphasis'>include free parking</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>the same group of people</span> and <span class='emphasis'>2 nights</span> starting from <span class='emphasis'>the same day</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0954.json,1,U1: i am looking for a place to stay . i want to make sure it is [value_count] stars and include -s free parking . can you help with this ?<br/>S1: of course ! there are [value_count] place -s that fit that description . is there an area or price range that you prefer ?,i would prefer something [value_pricerange] -ly priced in the [value_area] of town,"unfortunately , i do not see anything that fits your needs . would you like me to try another area ?","i am sorry , there are no hotel -s that match your criteria . would you like to try a different area ?","the [hotel_name] is a guesthouse in the [value_area] part of town with a [value_pricerange] price range , and their phone number is [hotel_phone] .","i am sorry , there are no hotel -s matching your criteria . would you like to try a different price range ?","You are looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free parking</span> and should have <span class='emphasis'>a star of 4</span><br/>The hotel should be in the <span class='emphasis'>centre</span> and should be in the <span class='emphasis'>moderate</span> price range<br/>If there is no such hotel, how about one that is in the <span class='emphasis'>north</span><br/>Make sure you get <span class='emphasis'>postcode</span>"
PMUL1462.json,0,nan,i need a train from [value_place] that will arrive by [value_time] .,i can certainly help you with that . where are you traveling to ?,what is your destination ?,where will you be departing from ?,what is your destination ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 18:15</span> and should depart from <span class='emphasis'>birmingham new street</span><br/>The train should leave on <span class='emphasis'>wednesday</span> and should go to <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>6 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>the cambridge punter</span><br/>Make sure you get <span class='emphasis'>attraction type</span>
SNG01323.json,1,"U1: there are hotel -s with free wifi and parking , right ?<br/>S1: yes there are plenty . what area would you like to stay in ?",the hotel should be in the [value_area] and should be in the type of guesthouse .,"there are [value_count] hotel -s that fit that criteria . i would recommend [hotel_name] , it has [value_count] stars .",i have [value_count] guesthouses that meet your criteria . [value_count] is [value_pricerange] and [value_count] is [value_pricerange] . do you have a preference ?,"the [hotel_name] is a guesthouse in the [value_area] part of town with a [value_pricerange] price range , and their phone number is [hotel_phone] .",i have [value_count] options for you . would you like me to book [value_count] for you ?,You are looking for a <span class='emphasis'>place to stay</span>. The hotel should <span class='emphasis'>include free wifi</span> and should <span class='emphasis'>include free parking</span><br/>The hotel should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>guesthouse</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>1 people</span> and <span class='emphasis'>4 nights</span> starting from <span class='emphasis'>tuesday</span><br/>If the booking fails how about <span class='emphasis'>wednesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
SNG0391.json,0,nan,"hi , i need to get in from king s lynn to [value_place]","there are [value_count] trains making that trip , do you have a day and time you want to travel ?",what day would you like to travel ?,there are [value_count] trains leaving [value_place] on [value_day] . what day would you like to travel ?,what day would you like to travel ?,You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>kings lynn</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should <span class='emphasis'>leave after 21:15</span> and should leave on <span class='emphasis'>friday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>2 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL1182.json,1,U1: i want to visit a theater in the center of town .<br/>S1: there are [value_count] matches . i do not have any info on the fees . do you have any other preferences ?,"no other preferences , i just want to be sure to get the phone number of whichever theatre we pick .",i recommend [attraction_name] there phone number is [attraction_phone] . is there anything else i can help you with ?,the phone number is [attraction_phone] .,the phone number is [attraction_phone] . the address is [attraction_address] .,the phone number is [attraction_phone] . is there anything else i can help you with ?,You are looking for information in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 11:15</span> and should leave on <span class='emphasis'>tuesday</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>london liverpool street</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL4044.json,1,U1: i am looking for a particular hotel . its name is called [hotel_name] .<br/>S1: [hotel_name] is a [value_pricerange] -ly priced [value_count] star hotel in the [value_area] that offers free parking and internet . would you like me to make a reservation ?,"yes , can you please book it for [value_count] people , [value_count] nights , starting on [value_day] ?",done . the reference number is [hotel_reference],i was able to book the room for you . your reference number is [hotel_reference] . is there anything else i can help you with ?,i was able to book you at [hotel_name] . your reference number is [hotel_reference] . is there anything else i can help you with ?,i have booked you at the [hotel_name] . your reference number is [hotel_reference] . is there anything else i can help you with ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>archway house</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>5 people</span> and <span class='emphasis'>5 nights</span> starting from <span class='emphasis'>wednesday</span><br/>If the booking fails how about <span class='emphasis'>saturday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>tenpin</span><br/>Make sure you get <span class='emphasis'>area</span>
MUL0677.json,0,nan,"i need to book a train ticket going to [value_place] any day but has to arrive by [value_time] , can you assist me with that ?",i will be glad to help you with that . where will you be departing from ?,where will you be departing from ?,i have a train leaving at [value_time] and arriving at [value_time] . would you like me to book that for you ?,i would be happy to help you with that . what day will you be traveling ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should <span class='emphasis'>arrive by 18:30</span><br/>The train should depart from <span class='emphasis'>london kings cross</span> and should leave on <span class='emphasis'>sunday</span><br/>Make sure you get <span class='emphasis'>travel time</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the <span class='emphasis'>moderate</span> price range and should <span class='emphasis'>include free wifi</span><br/>The hotel should have <span class='emphasis'>a star of 0</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>1 people</span> and <span class='emphasis'>4 nights</span> starting from <span class='emphasis'>the same day</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL0575.json,0,nan,"i will be traveling to [value_place] next month , and i need to find a train running from bishop s stortford heading to [value_place] , can you help me do this please ?","there are [value_count] trains doing that trip , do you have a date and time you would like to go ?",what day would you like to travel ?,i have [value_count] trains leaving from [value_place] on [value_day] . what day would you like to travel ?,i would be happy to help you with that . what day would you like to travel ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should depart from <span class='emphasis'>bishops stortford</span><br/>The train should <span class='emphasis'>leave after 16:30</span> and should leave on <span class='emphasis'>monday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>6 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>saint john's college</span><br/>Make sure you get <span class='emphasis'>area</span>
MUL2099.json,0,nan,"hi , can you help me find a train from [value_place] to [value_place] ?","sure i can help you get tickets , any particular day and time that you had in mind ?","sure , what day will you be traveling ?",i sure can . what day would you like to travel ?,sure ! what day and time would you like to travel ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>birmingham new street</span><br/>The train should leave on <span class='emphasis'>tuesday</span> and should <span class='emphasis'>leave after 09:15</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>1 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should have <span class='emphasis'>a star of 4</span> and should <span class='emphasis'>include free wifi</span><br/>The hotel should <span class='emphasis'>include free parking</span><br/>Make sure you get <span class='emphasis'>price range</span>, <span class='emphasis'>postcode</span>, and <span class='emphasis'>area</span>"
PMUL1359.json,0,nan,"hi , i need a train that departs from [value_place] and leaves on [value_day] .",i have [value_count] trains available . what is your destination and preferred departure and arrival times ?,i have [value_count] trains that fit your criteria . what time would you like to leave ?,there are [value_count] trains leaving [value_place] on [value_day] . what is your destination ?,i have [value_count] trains that match your request . what time would you like to leave ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>bishops stortford</span> and should leave on <span class='emphasis'>monday</span><br/>The train should go to <span class='emphasis'>cambridge</span> and should <span class='emphasis'>arrive by 15:00</span><br/>Make sure you get <span class='emphasis'>price</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>attraction type</span>, <span class='emphasis'>phone number</span>, and <span class='emphasis'>postcode</span>"
PMUL1463.json,0,nan,"hi , i am trying to plan a trip and could use some help with the trains .",okay sounds great ! where are you headed ?,i can help with that . what is your destination ?,i would be happy to help you find a train . what day would you like to travel ?,i can help you with that . where are you departing from ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>peterborough</span><br/>The train should <span class='emphasis'>leave after 18:45</span> and should leave on <span class='emphasis'>wednesday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>museum</span> and should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>entrance fee</span> and <span class='emphasis'>address</span>
MUL0323.json,0,nan,i am looking for a train to [value_place] . i am departing from [value_place] .,"there are [value_count] trains during the week that go from [value_place] to [value_place] , do you have a day and time you would like to arrive ?",what day will you be traveling ?,what day would you like to travel ?,what day and time would you like to travel ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>bishops stortford</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should <span class='emphasis'>arrive by 19:00</span> and should leave on <span class='emphasis'>tuesday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>2 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>international</span> food and should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>address</span>
PMUL1424.json,0,nan,i need to find a train going to [value_place] that arrives by [value_time] pm . do you know of [value_count] ?,"there are many trains going to [value_place] at the time , where are you departing from and on what day ?",where will you be departing from ?,where will you be departing from ?,i can help with that . what day will you be traveling ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 16:45</span> and should go to <span class='emphasis'>leicester</span><br/>The train should leave on <span class='emphasis'>friday</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>address</span> and <span class='emphasis'>entrance fee</span>
MUL1418.json,0,nan,i need to get train ticket leaving [value_place] after [value_time] please .,"ok i have a total of [value_count],[value_count] entries that leave after that time . do you have a specific day or destination you would like to select ?",where will you be departing from ?,where will you be departing from ?,where will you be departing from ?,You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 14:45</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should go to <span class='emphasis'>birmingham new street</span> and should leave on <span class='emphasis'>monday</span><br/>Make sure you get <span class='emphasis'>travel time</span><br/>You are also looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>moderate</span> price range and should be in the <span class='emphasis'>west</span><br/>Make sure you get <span class='emphasis'>postcode</span>
PMUL3549.json,1,U1: get me information about [attraction_name] please<br/>S1: certainly ! [attraction_name] is a museum located on the [value_area] side of town . their address is [attraction_address] and their phone number is [attraction_phone] . is there anything else ?,do they charge an entrance fee ?,they do not charge an entrance fee . can i help with anything else ?,"no , it does not have free entrance .",the postcode is [attraction_postcode] . i do not have any information on the entrance fee .,"i am sorry , i do not have the entrance fee listed .","You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>kettle's yard</span><br/>Make sure you get <span class='emphasis'>postcode</span>, <span class='emphasis'>phone number</span>, and <span class='emphasis'>entrance fee</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 11:45</span> and should go to <span class='emphasis'>ely</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should leave on <span class='emphasis'>thursday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>3 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
MUL0073.json,1,U1: can you find a restaurant the serves [value_food] food and is on the [value_area] side ?<br/>S1: there is [value_count] recommendation and that is the [restaurant_name] . would you like me to provide the address and phone number ?,yes i would like you to provide me the address and phone number of that restaurant .,"certainly , the address is [value_count] [hotel_address] and the phone number is [hotel_phone] .",[restaurant_name] is located at [restaurant_address] and their phone number is [restaurant_phone] .,[restaurant_name] is located at [restaurant_address] and the phone number is [restaurant_phone] .,the phone number is [restaurant_phone] and the address is [restaurant_address] .,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>east</span> and should serve <span class='emphasis'>gastropub</span> food<br/>The restaurant should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>7 people</span> at <span class='emphasis'>13:00</span> on <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>gonville hotel</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>the same group of people</span> and <span class='emphasis'>5 nights</span> starting from <span class='emphasis'>the same day</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL3141.json,0,nan,i am looking for a train leaving on [value_day] going to [value_place] .,i can help with that . where will you be departing from ?,where are you departing from and going to ?,there are [value_count] trains leaving [value_place] on [value_day] . what is your destination ?,where will you be departing from ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>friday</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should depart from <span class='emphasis'>norwich</span> and should <span class='emphasis'>arrive by 15:15</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>the lensfield hotel</span><br/>Make sure you get <span class='emphasis'>whether they have free parking</span>, <span class='emphasis'>address</span>, and <span class='emphasis'>whether they have internet</span>"
