dial_name,turn_id,context,query,gold,s2s,larl,mog,message
PMUL1359.json,5,"U1: hi , i need a train that departs from [value_place] and leaves on [value_day] .<br/>S1: i have [value_count] trains available . what is your destination and preferred departure and arrival times ?<br/>U2: my destination is [value_place] and needs to arrive by [value_time] .<br/>S2: i would recommend [train_id] which leaves [value_place] at [value_time] and arrives in [value_place] by [value_count] .<br/>U3: what would the price range be for that ?<br/>S3: the price is [value_price] pounds . would you like me to book that train ?<br/>U4: no but i need information on place -s to go in the [value_area] of town .<br/>S4: we have a lot of things to do in the [value_area] . is there a particular type of attraction you are interested in ?<br/>U5: can you suggest something ?<br/>S5: what about a museum ? the [attraction_name] is amazing and it s free !",sounds good . can i get the phone number and postcode ?,sure the phone number is [attraction_phone] and the post code is [attraction_postcode] . is there anything else i can help you with today ?,the phone number is [attraction_phone] and the postcode is [attraction_postcode] .,the phone number is [attraction_phone] and the postcode is [attraction_postcode] .,"yes , the phone number is [attraction_phone] and the postcode is [attraction_postcode] . is there anything else i can help you with ?","You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>bishops stortford</span> and should leave on <span class='emphasis'>monday</span><br/>The train should go to <span class='emphasis'>cambridge</span> and should <span class='emphasis'>arrive by 15:00</span><br/>Make sure you get <span class='emphasis'>price</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>attraction type</span>, <span class='emphasis'>phone number</span>, and <span class='emphasis'>postcode</span>"
MUL1657.json,3,"U1: hi , i need a train to [value_place] , please .<br/>S1: what day will you be traveling ?<br/>U2: i will be leaving on [value_day] and i am departing from [value_place] .<br/>S2: there are [value_count] trains that day do you have a time you will be traveling ?<br/>U3: i need to arrive by [value_time] and i want to book it for [value_count] people .<br/>S3: i have [value_count] that leaves at [value_time] and arrives at [value_time] . would you like be to book that [value_count] ?","yes please , book that for [value_count] people and i need the reference number .",the booking was successful and your feference number is [train_reference] . may i help you with anything else today ?,i have booked you [value_count] tickets on the [train_id] . your reference number is [train_reference] . is there anything else i can help you with ?,i have booked you [value_count] tickets on [train_id] . the reference number is [train_reference] .,i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?,You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 16:15</span> and should go to <span class='emphasis'>broxbourne</span><br/>The train should leave on <span class='emphasis'>saturday</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>6 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular restaurant</span>. Its name is called <span class='emphasis'>the lucky star</span><br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>the same group of people</span> at <span class='emphasis'>11:45</span> on <span class='emphasis'>the same day</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL1463.json,5,"U1: hi , i am trying to plan a trip and could use some help with the trains .<br/>S1: okay sounds great ! where are you headed ?<br/>U2: i am leaving [value_place] and heading to [value_place] [value_day] after [value_time] .<br/>S2: the [train_id] leaves after [value_time] , would you like me to book you ?<br/>U3: yes , please book it for [value_count] people .<br/>S3: i was able to book it for you . your reference number is [train_reference] . is there anything else i can help you with ?<br/>U4: i also want to go to a museum in the center part of town .<br/>S4: i have several place -s . did you have [value_count] in specific in mind ?<br/>U5: not really , do you have [value_count] to recommend ?<br/>S5: the [attraction_name] is nice and has no entrance fee . would you like the address or phone number ?","just the address and entrance fee if fine , if there is no info on the fee , than ill need the number",the address is [attraction_address] and the entrance fee is free ! is there anything else i can help you with ?,[attraction_name] is located at [attraction_address] . the entrance fee is free .,"the address is [attraction_address] , postcode [attraction_postcode] , and the phone number is [attraction_phone] .","[attraction_name] is located at [attraction_address] , postcode [attraction_postcode] . the phone number is [attraction_phone] . is there anything else i can help you with ?",You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should depart from <span class='emphasis'>cambridge</span> and should go to <span class='emphasis'>peterborough</span><br/>The train should <span class='emphasis'>leave after 18:45</span> and should leave on <span class='emphasis'>wednesday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>4 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>museum</span> and should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>entrance fee</span> and <span class='emphasis'>address</span>
MUL0323.json,0,nan,i am looking for a train to [value_place] . i am departing from [value_place] .,"there are [value_count] trains during the week that go from [value_place] to [value_place] , do you have a day and time you would like to arrive ?",what day will you be traveling ?,what day would you like to travel ?,what day and time would you like to travel ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>bishops stortford</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should <span class='emphasis'>arrive by 19:00</span> and should leave on <span class='emphasis'>tuesday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>2 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should serve <span class='emphasis'>international</span> food and should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>address</span>
PMUL1424.json,2,"U1: i need to find a train going to [value_place] that arrives by [value_time] pm . do you know of [value_count] ?<br/>S1: there are many trains going to [value_place] at the time , where are you departing from and on what day ?<br/>U2: i am departing from [value_place] on [value_day] .<br/>S2: [train_id] leaves at [value_time] and will arrive at [value_place] at [value_time] . the trip will take [value_count] minutes and will cost [value_price] pounds . would you like to book ?","yes , i need [value_count] tickets . please send the ref . no . when you are done .","your booking was successful , the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can assist you with ?",the train id is [train_id] . the train id is [train_id] .,i have booked you [value_count] tickets on [train_id] . the reference number is [train_reference] .,i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>arrive by 16:45</span> and should go to <span class='emphasis'>leicester</span><br/>The train should leave on <span class='emphasis'>friday</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>address</span> and <span class='emphasis'>entrance fee</span>
MUL0388.json,8,"U1: are there any trains leaving after [value_time] that go to the [value_place] ?<br/>S1: i have a train leaving [value_place] at [value_time] and arriving at the airport at [value_time] . can i book that for you ?<br/>U2: yes , as long as its leaving [value_place] on [value_day] . . . thank you<br/>S2: how many tickets would you like ?<br/>U3: [value_count] tickets . can you please also provide the reference number ?<br/>S3: booking was successful , the total fee is [value_price] gbp payable at the station . reference number is [train_reference] . is there anything else i can help with today ?<br/>U4: i would like to find a german restaurant in the center of town .<br/>S4: i am sorry , there are no results for a german restaurant in the town [value_area] area . would you like me to look in other area -s , or try for another cuisine ?<br/>U5: what options are there for [value_pricerange] -ly priced restaurant -s at the [value_area] ?<br/>S5: there are [value_count] various restaurant -s in town [value_area] . possibilities include [value_food] food , [value_food] , [value_food] , [value_food] , [value_food] . do any of those sound good to you ?<br/>U6: is the [value_food] food [value_food] food or from another country ?<br/>S6: i am not sure i understand your request . could you be a little more specific ?<br/>U7: i would like to book a [value_food] restaurant is that clear ?<br/>S7: yes , i understand you now . there are [value_count] restaurant -s with [value_food] cuisine to choose from the [restaurant_name] , the [restaurant_name] , and the [restaurant_name] .<br/>U8: are all [value_count] of those restaurant -s [value_pricerange] -ly priced and in the [value_area] of town ?<br/>S8: yes , all of them are . which [value_count] could you like me to book for you ?",let s try the [restaurant_name] . i'll need a table for [value_count] at [value_time] [value_day] .,"excellent choice . i have booked [restaurant_name] for [value_day] at [value_time] , party of [value_count] . the reference number is [restaurant_reference] .",i have booked you at [restaurant_name] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i have booked you at [restaurant_name] at [value_time] . the table will be reserved for [value_count] minutes . your reference number is [restaurant_reference] . is there anything else i can help you with ?,"You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 17:15</span> and should go to <span class='emphasis'>stansted airport</span><br/>The train should leave on <span class='emphasis'>friday</span> and should depart from <span class='emphasis'>cambridge</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>5 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>centre</span> and should serve <span class='emphasis'>german</span> food<br/>The restaurant should be in the <span class='emphasis'>moderate</span> price range<br/>If there is no such restaurant, how about one that serves <span class='emphasis'>chinese</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>the same group of people</span> at <span class='emphasis'>14:45</span> on <span class='emphasis'>the same day</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
PMUL1412.json,4,"U1: i am looking for something to do in the center of town .<br/>S1: there are more than [value_count] things to do in the [value_area] of town . is there anything in particular you are looking for ?<br/>U2: i am not sure what i want to do . what s something interesting ?<br/>S2: the [attraction_name] would be a good place . would you like the address ?<br/>U3: yes . also i need the phone number and the amount of entrance fee . i also will be needing a train .<br/>S3: it is free to enter . the phone is [attraction_phone] . where will you travel to ?<br/>U4: the train should go to [value_place] and should leave on [value_day]<br/>S4: okay , what time would you like to arrive ? i have [value_count] trains on [value_day] .","i would like to leave after [value_time] , please .",it looks loike [train_id] will fit your needs would you like me to book this for you ?,i have [value_count] trains that fit your criteria . what time would you like to leave by ?,i have [value_count] trains leaving after [value_time] . where are you departing from ?,there are [value_count] trains that leave after [value_time] . the [train_id] leaves at [value_time] . would you like me to book it for you ?,"You are planning your trip in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span><br/>Make sure you get <span class='emphasis'>attraction type</span>, <span class='emphasis'>phone number</span>, and <span class='emphasis'>entrance fee</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 09:45</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should go to <span class='emphasis'>birmingham new street</span> and should leave on <span class='emphasis'>wednesday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
MUL1418.json,1,"U1: i need to get train ticket leaving [value_place] after [value_time] please .<br/>S1: ok i have a total of [value_count],[value_count] entries that leave after that time . do you have a specific day or destination you would like to select ?",i need to go to [value_place] on [value_day] .,i would recommend train id [train_id] which leaves [value_place] at [value_time] and arrives at [value_place] at [value_time] .,i have [value_count] trains that fit your criteria . the first leaves at [value_time] and the _UNK at [value_time] .,i have [value_count] trains leaving after [value_time] . where are you departing from ?,i have [value_count] trains that match your request . the [train_id] leaves at [value_time] . would you like me to book it for you ?,You are traveling to Cambridge and looking forward to try local restaurants<br/>You are looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 14:45</span> and should depart from <span class='emphasis'>cambridge</span><br/>The train should go to <span class='emphasis'>birmingham new street</span> and should leave on <span class='emphasis'>monday</span><br/>Make sure you get <span class='emphasis'>travel time</span><br/>You are also looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>moderate</span> price range and should be in the <span class='emphasis'>west</span><br/>Make sure you get <span class='emphasis'>postcode</span>
PMUL3549.json,5,"U1: get me information about [attraction_name] please<br/>S1: certainly ! [attraction_name] is a museum located on the [value_area] side of town . their address is [attraction_address] and their phone number is [attraction_phone] . is there anything else ?<br/>U2: do they charge an entrance fee ?<br/>S2: they do not charge an entrance fee . can i help with anything else ?<br/>U3: thanks , can i have the post code , please ?<br/>S3: sure . the postcode is [attraction_postcode] . is there anything else i can help you with ?<br/>U4: yes , i am also looking for a train that leaves after [value_time] going to [value_place] .<br/>S4: are you departing from [value_place] ?<br/>U5: yes on [value_day]<br/>S5: ok , [train_id] leaves at [value_time] would you like more info or a booking ?",can you please book me for [value_count] people ?,"you are all set , the reference number is [train_reference] , can i help with anything else ?",i have booked you [value_count] tickets on the [train_id] . your reference number is [train_reference] . is there anything else i can help you with ?,i have booked [value_count] tickets for you . the reference number is [train_reference] .,i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>particular attraction</span>. Its name is called <span class='emphasis'>kettle's yard</span><br/>Make sure you get <span class='emphasis'>postcode</span>, <span class='emphasis'>phone number</span>, and <span class='emphasis'>entrance fee</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should <span class='emphasis'>leave after 11:45</span> and should go to <span class='emphasis'>ely</span><br/>The train should depart from <span class='emphasis'>cambridge</span> and should leave on <span class='emphasis'>thursday</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>3 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span>"
MUL2106.json,3,"U1: i am looking for a train that leaves on [value_day] to [value_place] , please .<br/>S1: kindly narrow down your specification -s so that i can find you a train that suits you best , like time of arrive and departure<br/>U2: i want to depart from [value_place] and would like to arrive in [value_place] by [value_time] .<br/>S2: what time would you like to leave at ?<br/>U3: i do not care about departure time as long as i get there before [value_time] .<br/>S3: alright , [train_id] arrives by [value_time] , does that suit your needs ?","yes , i think that will work . can i get the price and departure time for that train ?",it costs [value_price] pounds and it leaves at [value_time] . would you like me to book you seat ?,the train id is [train_id] and the price is [value_price] pounds .,the price is [value_price] pounds and the price is [value_price] pounds .,the price is [value_price] pounds per ticket . the price is [value_price] pounds .,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>tuesday</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should depart from <span class='emphasis'>stevenage</span> and should <span class='emphasis'>arrive by 16:30</span><br/>Make sure you get <span class='emphasis'>price</span> and <span class='emphasis'>departure time</span><br/>You are also looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the <span class='emphasis'>moderate</span> price range and should <span class='emphasis'>include free parking</span><br/>The hotel should be in the type of <span class='emphasis'>hotel</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>7 people</span> and <span class='emphasis'>4 nights</span> starting from <span class='emphasis'>the same day</span><br/>If the booking fails how about <span class='emphasis'>3 nights</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL0073.json,2,"U1: can you find a restaurant the serves [value_food] food and is on the [value_area] side ?<br/>S1: there is [value_count] recommendation and that is the [restaurant_name] . would you like me to provide the address and phone number ?<br/>U2: yes i would like you to provide me the address and phone number of that restaurant .<br/>S2: certainly , the address is [value_count] [hotel_address] and the phone number is [hotel_phone] .",can i book a reservation for [value_count] at [value_time] this [value_day] ?,booking was successful . the table will be reserved for [value_count] minutes starting at [value_time] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,booking was successful . the table will be reserved for [value_count] minutes . reference number is [restaurant_reference] .,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i was able to book your table for [value_count] at [restaurant_name] for [value_day] at [value_time] for [value_count] people . your reference number is [restaurant_reference] . is there anything else i can help you with ?,You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>east</span> and should serve <span class='emphasis'>gastropub</span> food<br/>The restaurant should be in the <span class='emphasis'>expensive</span> price range<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>7 people</span> at <span class='emphasis'>13:00</span> on <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>gonville hotel</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>the same group of people</span> and <span class='emphasis'>5 nights</span> starting from <span class='emphasis'>the same day</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
PMUL3141.json,2,"U1: i am looking for a train leaving on [value_day] going to [value_place] .<br/>S1: i can help with that . where will you be departing from ?<br/>U2: i just want to arrive by [value_time] .<br/>S2: well , there are [value_count] trains arriving before [value_time] on [value_day] . is there are area you are coming from so i can narrow it down for you ?",i'll be leaving [value_place] . there are [value_count] people traveling .,okay . we have you booked for [value_count] tickets on the [train_id] . the total fee is [value_price] gbp which can be paid at the station . your reference number is [train_reference] .,i have booked you [value_count] tickets on the [train_id] . your reference number is [train_reference] . is there anything else i can help you with ?,i have booked you [value_count] tickets on [train_id] leaving [value_place] at [value_time] . the reference number is [train_reference] .,i have booked [value_count] tickets for you . the total fee is [value_price] gbp payable at the station . your reference number is [train_reference] . is there anything else i can help you with ?,"You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>train</span>. The train should leave on <span class='emphasis'>friday</span> and should go to <span class='emphasis'>cambridge</span><br/>The train should depart from <span class='emphasis'>norwich</span> and should <span class='emphasis'>arrive by 15:15</span><br/>Once you find the train you want to make a booking for <span class='emphasis'>8 people</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>the lensfield hotel</span><br/>Make sure you get <span class='emphasis'>whether they have free parking</span>, <span class='emphasis'>address</span>, and <span class='emphasis'>whether they have internet</span>"
PMUL4368.json,4,"U1: can you find a place to eat in the [value_pricerange] price range ?<br/>S1: there are [value_count] [value_pricerange] restaurant -s in town . do you have a food preference or an area of town you want to eat in ?<br/>U2: i am craving some [value_food] food . can you point me in the right direction ? i am looking to eat somewhere in the [value_area] area of town .<br/>S2: i have found [value_count] attraction matching your criteria , [attraction_name] . would you like to try it ?<br/>U3: yes . please book me a table for [value_day] at [value_time] for [value_count] people .<br/>S3: i have booked your table . the reference number is [attraction_reference] .<br/>U4: thank you ! could you also find an architectural attraction near the restaurant ?<br/>S4: unfortunately , i do not happen to see any architecture attractions in that area of town . can i find something else for you ?",are there any multiple sports attractions in the same area ?,"yes , there is [attraction_name] . would you like more information about it ?",there are [value_count] _UNK _UNK in the [value_area] . would you like more information ?,"[attraction_name] is located at [attraction_address] , postcode [attraction_postcode] . their phone number is [attraction_phone] .","there are [value_count] _UNK in the [value_area] . the [attraction_name] , [attraction_name] , [attraction_name] , and [attraction_name] . would you like more information on [value_count] of them ?","You are looking for information in Cambridge<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>east</span> and should be in the <span class='emphasis'>cheap</span> price range<br/>The restaurant should serve <span class='emphasis'>international</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>6 people</span> at <span class='emphasis'>13:00</span> on <span class='emphasis'>friday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be <span class='emphasis'>in the same area as the restaurant</span> and should be in the type of <span class='emphasis'>architecture</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of mutliple sports</span><br/>Make sure you get <span class='emphasis'>address</span><br/>You also want to book a <span class='emphasis'>taxi</span> to commute between the two places<br/>You want to make sure it arrives the restaurant <span class='emphasis'>by the booked time</span><br/>Make sure you get <span class='emphasis'>contact number</span> and <span class='emphasis'>car type</span>"
SNG0678.json,2,"U1: i am looking for an [value_food] restaurant on the [value_area] side of town .<br/>S1: sure we have either [restaurant_name] or [restaurant_name] . would you like to book a table at [value_count] of these place -s ?<br/>U2: great ! i would like a table at [restaurant_name] for [value_count] people at [value_time] on [value_day] .<br/>S2: i am sorry , that time is not available . would you like to book another day or time ?",how about at [value_time] at same time ?,your table is reserved at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i was able to book you at [restaurant_name] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i was able to book a table for [value_count] at [value_time] on [value_day] at [restaurant_name] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,You are looking for a <span class='emphasis'>restaurant</span>. The restaurant should be in the <span class='emphasis'>south</span> and should serve <span class='emphasis'>italian</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>7 people</span> at <span class='emphasis'>14:00</span> on <span class='emphasis'>friday</span><br/>If the booking fails how about <span class='emphasis'>13:00</span><br/>Make sure you get the <span class='emphasis'>reference number</span>
MUL1117.json,3,"U1: i need to find a place to stay that include -s free parking and is [value_pricerange] -ly priced .<br/>S1: i have many guesthouses and hotel -s available . do you have a preference on the number of stars or location ?<br/>U2: no star preference , but i would like it to be a hotel type .<br/>S2: there are [value_count] hotel -s that fit your criteria the [hotel_name] and the [hotel_name] . which would you prefer ?<br/>U3: the [hotel_name] will do fine . can you book me a room there ? it will just be myself staying .<br/>S3: how many days would you be staying there ?",id be staying for [value_count] nights,"perfect , and what day will you be arriving ?",what day would you like to _UNK your stay ?,how many people will be staying ?,i would be happy to help with your request . how many people will be staying ?,"You are traveling to Cambridge and excited about seeing local tourist attractions<br/>You are looking for a <span class='emphasis'>place to stay</span>. The hotel should be in the <span class='emphasis'>moderate</span> price range and should <span class='emphasis'>include free parking</span><br/>The hotel should be in the type of <span class='emphasis'>hotel</span><br/>Once you find the <span class='emphasis'>hotel</span> you want to book it for <span class='emphasis'>1 people</span> and <span class='emphasis'>5 nights</span> starting from <span class='emphasis'>monday</span><br/>If the booking fails how about <span class='emphasis'>3 nights</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>college</span><br/>Make sure you get <span class='emphasis'>phone number</span>, <span class='emphasis'>entrance fee</span>, and <span class='emphasis'>area</span>"
MUL1870.json,0,nan,i am looking for a swimming pool to visit on the [value_area] side of town . can you help me with that ?,"there are [value_count] swimming pools in the [value_area] , [attraction_name] and [attraction_name] . would you like the addresses ?",i have [value_count] _UNK in the [value_area] of town . would you like more information ?,[attraction_name] is located at [attraction_address] and the postcode is [attraction_postcode] . their phone number is [attraction_phone] .,"i have [value_count] _UNK _UNK in the [value_area] . the [attraction_name] , [attraction_name] , and [attraction_name] . would you like more information on [value_count] of them ?",You are looking for information in Cambridge<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the type of <span class='emphasis'>swimmingpool</span> and should be in the <span class='emphasis'>north</span><br/>Make sure you get <span class='emphasis'>entrance fee</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should leave on <span class='emphasis'>saturday</span><br/>The train should depart from <span class='emphasis'>london liverpool street</span> and should <span class='emphasis'>arrive by 20:00</span><br/>Make sure you get <span class='emphasis'>travel time</span> and <span class='emphasis'>train ID</span>
PMUL0795.json,3,"U1: hi , can you help me find a caribbean restaurant to eat at on my upcoming visit ?<br/>S1: oh no ! we do not have any caribbean restaurant -s at the moment . is there another type you would like ?<br/>U2: can you please look for an [value_food] food restaurant ?<br/>S2: we have quite a few [value_food] restaurant -s . is there a particular part of the city in which you would like to dine ?<br/>U3: i am looking for a [value_food] place in the [value_pricerange] price range . can you suggest [value_count] and make reservations please ?<br/>S3: may i recommend [restaurant_name] , it is located in the [value_area] and has a [value_pricerange] price range . is there a specific date , time and number of people ?","yes , that sounds great , thank you . i want to book a table for [value_count] people at [value_time] on [value_day] . i'll also need a reference number .",you have been booked at the [restaurant_name] for wednedsday at [value_time] for [value_count] people . your reference number is [restaurant_reference] . your table will be reserved for [value_count] minutes . anything else ?,i have made those reservations and your reference number is [restaurant_reference] .,i was able to book a table for [value_count] at [value_time] on [value_day] . your reference number is [restaurant_reference] .,i have booked you a table for [value_count] at [restaurant_name] on [value_day] at [value_time] . your reference number is [restaurant_reference] . is there anything else i can help you with ?,"You are planning your trip in Cambridge<br/>You are looking for a <span class='emphasis'>place to dine</span>. The restaurant should be in the <span class='emphasis'>moderate</span> price range and should serve <span class='emphasis'>caribbean</span> food<br/>If there is no such restaurant, how about one that serves <span class='emphasis'>italian</span> food<br/>Once you find the <span class='emphasis'>restaurant</span> you want to book a table for <span class='emphasis'>4 people</span> at <span class='emphasis'>15:15</span> on <span class='emphasis'>wednesday</span><br/>Make sure you get the <span class='emphasis'>reference number</span><br/>You are also looking for a <span class='emphasis'>train</span>. The train should go to <span class='emphasis'>cambridge</span> and should depart from <span class='emphasis'>birmingham new street</span><br/>The train should <span class='emphasis'>arrive by 12:00</span> and should be on <span class='emphasis'>the same day as the restaurant booking</span><br/>Make sure you get <span class='emphasis'>train ID</span>, <span class='emphasis'>travel time</span>, and <span class='emphasis'>price</span>"
SNG1150.json,1,"U1: i am trying to find a concert hall in the [value_area] part of town .<br/>S1: unfortunately , i do not have any listings for concert halls on the [value_area] side . can i check another area of town for you ?",how about an entertainment attraction instead ?,there are [value_count] entertainment attractions on the [value_area] side . would you like more information ?,"there are [value_count] colleges in the [value_area] , [value_count] in the [value_area] , and [value_count] in the [value_area] . do you have a preference ?","sure , [attraction_name] is located at [attraction_address] , postcode [attraction_postcode] . their phone number is [attraction_phone] .","there are [value_count] _UNK in the [value_area] . the [attraction_name] , [attraction_name] , and [attraction_name] . would you like more information on [value_count] of them ?","You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>east</span> and should be in the type of <span class='emphasis'>concerthall</span><br/>If there is no such attraction, how about one that is in <span class='emphasis'>the type of entertainment</span><br/>Make sure you get <span class='emphasis'>phone number</span> and <span class='emphasis'>address</span>"
MUL1059.json,1,"U1: i am excited to be traveling to [value_place] and would like to find some place -s to go in the [value_area] of town .<br/>S1: luckily , there are [value_count] place -s to go in the town [value_area] . do you have a certain type of place you would like to go ?","yes , i would like a theatre in the [value_area] .","the [hotel_name] is in town [value_area] , located at [hotel_address] . would you like their phone number ?",i have [value_count] _UNK in the [value_area] . i recommend [attraction_name] . would you like more information ?,[attraction_name] is located at [attraction_address] and the postcode is [attraction_postcode] . their phone number is [attraction_phone] .,"there are [value_count] _UNK in the [value_area] , the [attraction_name] and the [attraction_name] . would you like more information on [value_count] of them ?",You are traveling to Cambridge and excited about seeing local tourist attractions<br/>You are looking for <span class='emphasis'>places to go</span> in town. The attraction should be in the <span class='emphasis'>centre</span> and should be in the type of <span class='emphasis'>theatre</span><br/>Make sure you get <span class='emphasis'>phone number</span><br/>You are also looking for a <span class='emphasis'>particular hotel</span>. Its name is called <span class='emphasis'>carolina bed and breakfast</span><br/>Make sure you get <span class='emphasis'>area</span>
